Version;Date_of_report;Date_of_statistics_week_start;Variant_code;Variant_name;ECDC_category;WHO_category;May_include_samples_listed_before;Sample_size;Variant_cases
3;2022-03-23 17:41:04;2021-11-01;B.1.1.529;Omicron;VOC;VOC;False;1994;0
3;2022-03-23 17:41:04;2021-11-01;B.1.640;;VUM;VUM;False;1994;0
3;2022-03-23 17:41:04;2021-11-01;XF;;VUM;;False;1994;0
3;2022-03-23 17:41:04;2021-11-01;XD;;VUM;VUM;False;1994;0
3;2022-03-23 17:41:04;2021-11-01;B.1.1.7;Alpha;DEV;;False;1994;0
3;2022-03-23 17:41:04;2021-11-01;B.1.621;Mu;DEV;;False;1994;0
3;2022-03-23 17:41:04;2021-11-01;C.37;Lambda;DEV;;False;1994;0
3;2022-03-23 17:41:04;2021-11-01;BA.1;;VOC;VOC;True;1994;0
3;2022-03-23 17:41:04;2021-11-01;BA.2;;VOC;VOC;True;1994;0
3;2022-03-23 17:41:04;2021-11-01;BA.3;;VOC;VOC;True;1994;0
3;2022-03-23 17:41:04;2021-11-08;B.1.351;Beta;VOC;;False;1804;0
3;2022-03-23 17:41:04;2021-11-08;P.1;Gamma;VOC;;False;1804;0
3;2022-03-23 17:41:04;2021-11-08;B.1.617.2;Delta;VOC;VOC;False;1804;1804
3;2022-03-23 17:41:04;2021-11-08;B.1.1.529;Omicron;VOC;VOC;False;1804;0
3;2022-03-23 17:41:04;2021-11-08;B.1.640;;VUM;VUM;False;1804;0
3;2022-03-23 17:41:04;2021-11-08;XF;;VUM;;False;1804;0
3;2022-03-23 17:41:04;2021-11-08;XD;;VUM;VUM;False;1804;0
3;2022-03-23 17:41:04;2021-11-08;B.1.1.7;Alpha;DEV;;False;1804;0
3;2022-03-23 17:41:04;2021-11-08;B.1.621;Mu;DEV;;False;1804;0
3;2022-03-23 17:41:04;2021-11-08;C.37;Lambda;DEV;;False;1804;0
3;2022-03-23 17:41:04;2021-11-08;BA.1;;VOC;VOC;True;1804;0
3;2022-03-23 17:41:04;2021-11-08;BA.2;;VOC;VOC;True;1804;0
3;2022-03-23 17:41:04;2021-11-08;BA.3;;VOC;VOC;True;1804;0
3;2022-03-23 17:41:04;2021-11-15;B.1.351;Beta;VOC;;False;1895;0
3;2022-03-23 17:41:04;2021-11-15;P.1;Gamma;VOC;;False;1895;0
3;2022-03-23 17:41:04;2021-11-15;B.1.617.2;Delta;VOC;VOC;False;1895;1895
3;2022-03-23 17:41:04;2021-11-15;B.1.1.529;Omicron;VOC;VOC;False;1895;0
3;2022-03-23 17:41:04;2021-11-15;B.1.640;;VUM;VUM;False;1895;0
3;2022-03-23 17:41:04;2021-11-15;XF;;VUM;;False;1895;0
3;2022-03-23 17:41:04;2021-11-15;XD;;VUM;VUM;False;1895;0
3;2022-03-23 17:41:04;2021-11-15;B.1.1.7;Alpha;DEV;;False;1895;0
3;2022-03-23 17:41:04;2021-11-15;B.1.621;Mu;DEV;;False;1895;0
3;2022-03-23 17:41:04;2021-11-15;C.37;Lambda;DEV;;False;1895;0
3;2022-03-23 17:41:04;2021-11-15;BA.1;;VOC;VOC;True;1895;0
3;2022-03-23 17:41:04;2021-11-15;BA.2;;VOC;VOC;True;1895;0
3;2022-03-23 17:41:04;2021-11-15;BA.3;;VOC;VOC;True;1895;0
3;2022-03-23 17:41:04;2021-11-22;B.1.351;Beta;VOC;;False;1927;0
3;2022-03-23 17:41:04;2021-11-22;P.1;Gamma;VOC;;False;1927;0
3;2022-03-23 17:41:04;2021-11-22;B.1.617.2;Delta;VOC;VOC;False;1927;1923
3;2022-03-23 17:41:04;2021-11-22;B.1.1.529;Omicron;VOC;VOC;False;1927;4
3;2022-03-23 17:41:04;2021-11-22;B.1.640;;VUM;VUM;False;1927;0
3;2022-03-23 17:41:04;2021-11-22;XF;;VUM;;False;1927;0
3;2022-03-23 17:41:04;2021-11-22;XD;;VUM;VUM;False;1927;0
3;2022-03-23 17:41:04;2021-11-22;B.1.1.7;Alpha;DEV;;False;1927;0
3;2022-03-23 17:41:04;2021-11-22;B.1.621;Mu;DEV;;False;1927;0
3;2022-03-23 17:41:04;2021-11-22;C.37;Lambda;DEV;;False;1927;0
3;2022-03-23 17:41:04;2021-11-22;BA.1;;VOC;VOC;True;1927;4
3;2022-03-23 17:41:04;2021-11-22;BA.2;;VOC;VOC;True;1927;0
3;2022-03-23 17:41:04;2021-11-22;BA.3;;VOC;VOC;True;1927;0
3;2022-03-23 17:41:04;2021-11-29;B.1.351;Beta;VOC;;False;1899;0
3;2022-03-23 17:41:04;2021-11-29;P.1;Gamma;VOC;;False;1899;0
3;2022-03-23 17:41:04;2021-11-29;B.1.617.2;Delta;VOC;VOC;False;1899;1888
3;2022-03-23 17:41:04;2021-11-29;B.1.1.529;Omicron;VOC;VOC;False;1899;11
3;2022-03-23 17:41:04;2021-11-29;B.1.640;;VUM;VUM;False;1899;0
3;2022-03-23 17:41:04;2021-11-29;XF;;VUM;;False;1899;0
3;2022-03-23 17:41:04;2021-11-29;XD;;VUM;VUM;False;1899;0
3;2022-03-23 17:41:04;2021-11-29;B.1.1.7;Alpha;DEV;;False;1899;0
3;2022-03-23 17:41:04;2021-11-29;B.1.621;Mu;DEV;;False;1899;0
3;2022-03-23 17:41:04;2021-11-29;C.37;Lambda;DEV;;False;1899;0
3;2022-03-23 17:41:04;2021-11-29;BA.1;;VOC;VOC;True;1899;11
3;2022-03-23 17:41:04;2021-11-29;BA.2;;VOC;VOC;True;1899;0
3;2022-03-23 17:41:04;2021-11-29;BA.3;;VOC;VOC;True;1899;0
3;2022-03-23 17:41:04;2021-12-06;B.1.351;Beta;VOC;;False;1880;0
3;2022-03-23 17:41:04;2021-12-06;P.1;Gamma;VOC;;False;1880;0
3;2022-03-23 17:41:04;2021-12-06;B.1.617.2;Delta;VOC;VOC;False;1880;1851
3;2022-03-23 17:41:04;2021-12-06;B.1.1.529;Omicron;VOC;VOC;False;1880;28
3;2022-03-23 17:41:04;2021-12-06;B.1.640;;VUM;VUM;False;1880;0
3;2022-03-23 17:41:04;2021-12-06;XF;;VUM;;False;1880;0
3;2022-03-23 17:41:04;2021-12-06;XD;;VUM;VUM;False;1880;0
3;2022-03-23 17:41:04;2021-12-06;B.1.1.7;Alpha;DEV;;False;1880;0
3;2022-03-23 17:41:04;2021-12-06;B.1.621;Mu;DEV;;False;1880;0
3;2022-03-23 17:41:04;2021-12-06;C.37;Lambda;DEV;;False;1880;0
3;2022-03-23 17:41:04;2021-12-06;BA.1;;VOC;VOC;True;1880;28
3;2022-03-23 17:41:04;2021-12-06;BA.2;;VOC;VOC;True;1880;0
3;2022-03-23 17:41:04;2021-12-06;BA.3;;VOC;VOC;True;1880;0
3;2022-03-23 17:41:04;2021-12-13;B.1.351;Beta;VOC;;False;1864;0
3;2022-03-23 17:41:04;2021-12-13;P.1;Gamma;VOC;;False;1864;0
3;2022-03-23 17:41:04;2021-12-13;B.1.617.2;Delta;VOC;VOC;False;1864;1695
3;2022-03-23 17:41:04;2021-12-13;B.1.1.529;Omicron;VOC;VOC;False;1864;168
3;2022-03-23 17:41:04;2021-12-13;B.1.640;;VUM;VUM;False;1864;0
3;2022-03-23 17:41:04;2021-12-13;XF;;VUM;;False;1864;0
3;2022-03-23 17:41:04;2021-12-13;XD;;VUM;VUM;False;1864;0
3;2022-03-23 17:41:04;2021-12-13;B.1.1.7;Alpha;DEV;;False;1864;0
3;2022-03-23 17:41:04;2021-12-13;B.1.621;Mu;DEV;;False;1864;0
3;2022-03-23 17:41:04;2021-12-13;C.37;Lambda;DEV;;False;1864;0
3;2022-03-23 17:41:04;2021-12-13;BA.1;;VOC;VOC;True;1864;168
3;2022-03-23 17:41:04;2021-12-13;BA.2;;VOC;VOC;True;1864;0
3;2022-03-23 17:41:04;2021-12-13;BA.3;;VOC;VOC;True;1864;0
3;2022-03-23 17:41:04;2021-12-20;B.1.351;Beta;VOC;;False;1621;0
3;2022-03-23 17:41:04;2021-12-20;P.1;Gamma;VOC;;False;1621;0
3;2022-03-23 17:41:04;2021-12-20;B.1.617.2;Delta;VOC;VOC;False;1621;1157
3;2022-03-23 17:41:04;2021-12-20;B.1.1.529;Omicron;VOC;VOC;False;1621;463
3;2022-03-23 17:41:04;2021-12-20;B.1.640;;VUM;VUM;False;1621;0
3;2022-03-23 17:41:04;2021-12-20;XF;;VUM;;False;1621;0
3;2022-03-23 17:41:04;2021-12-20;XD;;VUM;VUM;False;1621;0
3;2022-03-23 17:41:04;2021-12-20;B.1.1.7;Alpha;DEV;;False;1621;0
3;2022-03-23 17:41:04;2021-12-20;B.1.621;Mu;DEV;;False;1621;0
3;2022-03-23 17:41:04;2021-12-20;C.37;Lambda;DEV;;False;1621;0
3;2022-03-23 17:41:04;2021-12-20;BA.1;;VOC;VOC;True;1621;462
3;2022-03-23 17:41:04;2021-12-20;BA.2;;VOC;VOC;True;1621;1
3;2022-03-23 17:41:04;2021-12-20;BA.3;;VOC;VOC;True;1621;0
3;2022-03-23 17:41:04;2021-12-27;B.1.351;Beta;VOC;;False;1846;0
3;2022-03-23 17:41:04;2021-12-27;P.1;Gamma;VOC;;False;1846;0
3;2022-03-23 17:41:04;2021-12-27;B.1.617.2;Delta;VOC;VOC;False;1846;648
3;2022-03-23 17:41:04;2021-12-27;B.1.1.529;Omicron;VOC;VOC;False;1846;1198
3;2022-03-23 17:41:04;2021-12-27;B.1.640;;VUM;VUM;False;1846;0
3;2022-03-23 17:41:04;2021-12-27;XF;;VUM;;False;1846;0
3;2022-03-23 17:41:04;2021-12-27;XD;;VUM;VUM;False;1846;0
3;2022-03-23 17:41:04;2021-12-27;B.1.1.7;Alpha;DEV;;False;1846;0
3;2022-03-23 17:41:04;2021-12-27;B.1.621;Mu;DEV;;False;1846;0
3;2022-03-23 17:41:04;2021-12-27;C.37;Lambda;DEV;;False;1846;0
3;2022-03-23 17:41:04;2021-12-27;BA.1;;VOC;VOC;True;1846;1194
3;2022-03-23 17:41:04;2021-12-27;BA.2;;VOC;VOC;True;1846;4
3;2022-03-23 17:41:04;2021-12-27;BA.3;;VOC;VOC;True;1846;0
3;2022-03-23 17:41:04;2022-01-03;B.1.351;Beta;VOC;;False;2080;0
3;2022-03-23 17:41:04;2022-01-03;P.1;Gamma;VOC;;False;2080;0
3;2022-03-23 17:41:04;2022-01-03;B.1.617.2;Delta;VOC;VOC;False;2080;263
3;2022-03-23 17:41:04;2022-01-03;B.1.1.529;Omicron;VOC;VOC;False;2080;1817
3;2022-03-23 17:41:04;2022-01-03;B.1.640;;VUM;VUM;False;2080;0
3;2022-03-23 17:41:04;2022-01-03;XF;;VUM;;False;2080;0
3;2022-03-23 17:41:04;2022-01-03;XD;;VUM;VUM;False;2080;0
3;2022-03-23 17:41:04;2022-01-03;B.1.1.7;Alpha;DEV;;False;2080;0
3;2022-03-23 17:41:04;2022-01-03;B.1.621;Mu;DEV;;False;2080;0
3;2022-03-23 17:41:04;2022-01-03;C.37;Lambda;DEV;;False;2080;0
3;2022-03-23 17:41:04;2022-01-03;BA.1;;VOC;VOC;True;2080;1805
3;2022-03-23 17:41:04;2022-01-03;BA.2;;VOC;VOC;True;2080;12
3;2022-03-23 17:41:04;2022-01-03;BA.3;;VOC;VOC;True;2080;0
3;2022-03-23 17:41:04;2022-01-10;B.1.351;Beta;VOC;;False;2001;0
3;2022-03-23 17:41:04;2022-01-10;P.1;Gamma;VOC;;False;2001;0
3;2022-03-23 17:41:04;2022-01-10;B.1.617.2;Delta;VOC;VOC;False;2001;105
3;2022-03-23 17:41:04;2022-01-10;B.1.1.529;Omicron;VOC;VOC;False;2001;1896
3;2022-03-23 17:41:04;2022-01-10;B.1.640;;VUM;VUM;False;2001;0
3;2022-03-23 17:41:04;2022-01-10;XF;;VUM;;False;2001;0
3;2022-03-23 17:41:04;2022-01-10;XD;;VUM;VUM;False;2001;0
3;2022-03-23 17:41:04;2022-01-10;B.1.1.7;Alpha;DEV;;False;2001;0
3;2022-03-23 17:41:04;2022-01-10;B.1.621;Mu;DEV;;False;2001;0
3;2022-03-23 17:41:04;2022-01-10;C.37;Lambda;DEV;;False;2001;0
3;2022-03-23 17:41:04;2022-01-10;BA.1;;VOC;VOC;True;2001;1836
3;2022-03-23 17:41:04;2022-01-10;BA.2;;VOC;VOC;True;2001;60
3;2022-03-23 17:41:04;2022-01-10;BA.3;;VOC;VOC;True;2001;0
3;2022-03-23 17:41:04;2022-01-17;B.1.351;Beta;VOC;;False;2142;0
3;2022-03-23 17:41:04;2022-01-17;P.1;Gamma;VOC;;False;2142;0
3;2022-03-23 17:41:04;2022-01-17;B.1.617.2;Delta;VOC;VOC;False;2142;38
3;2022-03-23 17:41:04;2022-01-17;B.1.1.529;Omicron;VOC;VOC;False;2142;2104
3;2022-03-23 17:41:04;2022-01-17;B.1.640;;VUM;VUM;False;2142;0
3;2022-03-23 17:41:04;2022-01-17;XF;;VUM;;False;2142;0
3;2022-03-23 17:41:04;2022-01-17;XD;;VUM;VUM;False;2142;0
3;2022-03-23 17:41:04;2022-01-17;B.1.1.7;Alpha;DEV;;False;2142;0
3;2022-03-23 17:41:04;2022-01-17;B.1.621;Mu;DEV;;False;2142;0
3;2022-03-23 17:41:04;2022-01-17;C.37;Lambda;DEV;;False;2142;0
3;2022-03-23 17:41:04;2022-01-17;BA.1;;VOC;VOC;True;2142;2014
3;2022-03-23 17:41:04;2022-01-17;BA.2;;VOC;VOC;True;2142;90
3;2022-03-23 17:41:04;2022-01-17;BA.3;;VOC;VOC;True;2142;0
3;2022-03-23 17:41:04;2022-01-24;B.1.351;Beta;VOC;;False;1670;0
3;2022-03-23 17:41:04;2022-01-24;P.1;Gamma;VOC;;False;1670;0
3;2022-03-23 17:41:04;2022-01-24;B.1.617.2;Delta;VOC;VOC;False;1670;20
3;2022-03-23 17:41:04;2022-01-24;B.1.1.529;Omicron;VOC;VOC;False;1670;1650
3;2022-03-23 17:41:04;2022-01-24;B.1.640;;VUM;VUM;False;1670;0
3;2022-03-23 17:41:04;2022-01-24;XF;;VUM;;False;1670;0
3;2022-03-23 17:41:04;2022-01-24;XD;;VUM;VUM;False;1670;0
3;2022-03-23 17:41:04;2022-01-24;B.1.1.7;Alpha;DEV;;False;1670;0
3;2022-03-23 17:41:04;2022-01-24;B.1.621;Mu;DEV;;False;1670;0
3;2022-03-23 17:41:04;2022-01-24;C.37;Lambda;DEV;;False;1670;0
3;2022-03-23 17:41:04;2022-01-24;BA.1;;VOC;VOC;True;1670;1516
3;2022-03-23 17:41:04;2022-01-24;BA.2;;VOC;VOC;True;1670;134
3;2022-03-23 17:41:04;2022-01-24;BA.3;;VOC;VOC;True;1670;0
3;2022-03-23 17:41:04;2022-01-31;B.1.351;Beta;VOC;;False;1900;0
3;2022-03-23 17:41:04;2022-01-31;P.1;Gamma;VOC;;False;1900;0
3;2022-03-23 17:41:04;2022-01-31;B.1.617.2;Delta;VOC;VOC;False;1900;10
3;2022-03-23 17:41:04;2022-01-31;B.1.1.529;Omicron;VOC;VOC;False;1900;1889
3;2022-03-23 17:41:04;2022-01-31;B.1.640;;VUM;VUM;False;1900;0
3;2022-03-23 17:41:04;2022-01-31;XF;;VUM;;False;1900;0
3;2022-03-23 17:41:04;2022-01-31;XD;;VUM;VUM;False;1900;0
3;2022-03-23 17:41:04;2022-01-31;B.1.1.7;Alpha;DEV;;False;1900;0
3;2022-03-23 17:41:04;2022-01-31;B.1.621;Mu;DEV;;False;1900;0
3;2022-03-23 17:41:04;2022-01-31;C.37;Lambda;DEV;;False;1900;0
3;2022-03-23 17:41:04;2022-01-31;BA.1;;VOC;VOC;True;1900;1562
3;2022-03-23 17:41:04;2022-01-31;BA.2;;VOC;VOC;True;1900;327
3;2022-03-23 17:41:04;2022-01-31;BA.3;;VOC;VOC;True;1900;0
3;2022-03-23 17:41:04;2022-02-07;B.1.351;Beta;VOC;;False;1750;0
3;2022-03-23 17:41:04;2022-02-07;P.1;Gamma;VOC;;False;1750;0
3;2022-03-23 17:41:04;2022-02-07;B.1.617.2;Delta;VOC;VOC;False;1750;1
3;2022-03-23 17:41:04;2022-02-07;B.1.1.529;Omicron;VOC;VOC;False;1750;1748
3;2022-03-23 17:41:04;2022-02-07;B.1.640;;VUM;VUM;False;1750;0
3;2022-03-23 17:41:04;2022-02-07;XF;;VUM;;False;1750;0
3;2022-03-23 17:41:04;2022-02-07;XD;;VUM;VUM;False;1750;0
3;2022-03-23 17:41:04;2022-02-07;B.1.1.7;Alpha;DEV;;False;1750;0
3;2022-03-23 17:41:04;2022-02-07;B.1.621;Mu;DEV;;False;1750;0
3;2022-03-23 17:41:04;2022-02-07;C.37;Lambda;DEV;;False;1750;0
3;2022-03-23 17:41:04;2022-02-07;BA.1;;VOC;VOC;True;1750;1324
3;2022-03-23 17:41:04;2022-02-07;BA.2;;VOC;VOC;True;1750;424
3;2022-03-23 17:41:04;2022-02-07;BA.3;;VOC;VOC;True;1750;0
3;2022-03-23 17:41:04;2022-02-14;B.1.351;Beta;VOC;;False;1779;0
3;2022-03-23 17:41:04;2022-02-14;P.1;Gamma;VOC;;False;1779;0
3;2022-03-23 17:41:04;2022-02-14;B.1.617.2;Delta;VOC;VOC;False;1779;1
3;2022-03-23 17:41:04;2022-02-14;B.1.1.529;Omicron;VOC;VOC;False;1779;1772
3;2022-03-23 17:41:04;2022-02-14;B.1.640;;VUM;VUM;False;1779;0
3;2022-03-23 17:41:04;2022-02-14;XF;;VUM;;False;1779;0
3;2022-03-23 17:41:04;2022-02-14;XD;;VUM;VUM;False;1779;0
3;2022-03-23 17:41:04;2022-02-14;B.1.1.7;Alpha;DEV;;False;1779;0
3;2022-03-23 17:41:04;2022-02-14;B.1.621;Mu;DEV;;False;1779;0
3;2022-03-23 17:41:04;2022-02-14;C.37;Lambda;DEV;;False;1779;0
3;2022-03-23 17:41:04;2022-02-14;BA.1;;VOC;VOC;True;1779;1114
3;2022-03-23 17:41:04;2022-02-14;BA.2;;VOC;VOC;True;1779;658
3;2022-03-23 17:41:04;2022-02-14;BA.3;;VOC;VOC;True;1779;0
3;2022-03-23 17:41:04;2022-02-21;B.1.351;Beta;VOC;;False;1662;0
3;2022-03-23 17:41:04;2022-02-21;P.1;Gamma;VOC;;False;1662;0
3;2022-03-23 17:41:04;2022-02-21;B.1.617.2;Delta;VOC;VOC;False;1662;0
3;2022-03-23 17:41:04;2022-02-21;B.1.1.529;Omicron;VOC;VOC;False;1662;1659
3;2022-03-23 17:41:04;2022-02-21;B.1.640;;VUM;VUM;False;1662;0
3;2022-03-23 17:41:04;2022-02-21;XF;;VUM;;False;1662;0
3;2022-03-23 17:41:04;2022-02-21;XD;;VUM;VUM;False;1662;0
3;2022-03-23 17:41:04;2022-02-21;B.1.1.7;Alpha;DEV;;False;1662;0
3;2022-03-23 17:41:04;2022-02-21;B.1.621;Mu;DEV;;False;1662;0
3;2022-03-23 17:41:04;2022-02-21;C.37;Lambda;DEV;;False;1662;0
3;2022-03-23 17:41:04;2022-02-21;BA.1;;VOC;VOC;True;1662;786
3;2022-03-23 17:41:04;2022-02-21;BA.2;;VOC;VOC;True;1662;871
3;2022-03-23 17:41:04;2022-02-21;BA.3;;VOC;VOC;True;1662;2
3;2022-03-23 17:41:04;2022-02-28;B.1.351;Beta;VOC;;False;1555;0
3;2022-03-23 17:41:04;2022-02-28;P.1;Gamma;VOC;;False;1555;0
3;2022-03-23 17:41:04;2022-02-28;B.1.617.2;Delta;VOC;VOC;False;1555;0
3;2022-03-23 17:41:04;2022-02-28;B.1.1.529;Omicron;VOC;VOC;False;1555;1551
3;2022-03-23 17:41:04;2022-02-28;B.1.640;;VUM;VUM;False;1555;0
3;2022-03-23 17:41:04;2022-02-28;XF;;VUM;;False;1555;0
3;2022-03-23 17:41:04;2022-02-28;XD;;VUM;VUM;False;1555;0
3;2022-03-23 17:41:04;2022-02-28;B.1.1.7;Alpha;DEV;;False;1555;0
3;2022-03-23 17:41:04;2022-02-28;B.1.621;Mu;DEV;;False;1555;0
3;2022-03-23 17:41:04;2022-02-28;C.37;Lambda;DEV;;False;1555;0
3;2022-03-23 17:41:04;2022-02-28;BA.1;;VOC;VOC;True;1555;449
3;2022-03-23 17:41:04;2022-02-28;BA.2;;VOC;VOC;True;1555;1102
3;2022-03-23 17:41:04;2022-02-28;BA.3;;VOC;VOC;True;1555;0
3;2022-03-23 17:41:04;2022-03-07;B.1.351;Beta;VOC;;False;1080;0
3;2022-03-23 17:41:04;2022-03-07;P.1;Gamma;VOC;;False;1080;0
3;2022-03-23 17:41:04;2022-03-07;B.1.617.2;Delta;VOC;VOC;False;1080;0
3;2022-03-23 17:41:04;2022-03-07;B.1.1.529;Omicron;VOC;VOC;False;1080;1074
3;2022-03-23 17:41:04;2022-03-07;B.1.640;;VUM;VUM;False;1080;0
3;2022-03-23 17:41:04;2022-03-07;XF;;VUM;;False;1080;0
3;2022-03-23 17:41:04;2022-03-07;XD;;VUM;VUM;False;1080;0
3;2022-03-23 17:41:04;2022-03-07;B.1.1.7;Alpha;DEV;;False;1080;0
3;2022-03-23 17:41:04;2022-03-07;B.1.621;Mu;DEV;;False;1080;0
3;2022-03-23 17:41:04;2022-03-07;C.37;Lambda;DEV;;False;1080;0
3;2022-03-23 17:41:04;2022-03-07;BA.1;;VOC;VOC;True;1080;221
3;2022-03-23 17:41:04;2022-03-07;BA.2;;VOC;VOC;True;1080;853
3;2022-03-23 17:41:04;2022-03-07;BA.3;;VOC;VOC;True;1080;0
